ANNAISS;MNAISS;CODCOM;LBCOM;SEXE;PRN;NRB
2012;;35238;RENNES;FEMME;Zélina;1
2012;;35238;RENNES;FEMME;Taïtou-Waïnona;1
2012;;35238;RENNES;FEMME;Élinor;1
2012;;35238;RENNES;FEMME;Philaé;1
2012;;35238;RENNES;FEMME;Ona;1
2012;;35238;RENNES;FEMME;Noura;1
2012;;35238;RENNES;FEMME;Énaelle;1
2012;;35238;RENNES;FEMME;Thanh;1
2012;;35238;RENNES;FEMME;Shaya;1
2012;;35238;RENNES;FEMME;Philomène;1
2012;;35238;RENNES;FEMME;Ophélya;1
2012;;35238;RENNES;FEMME;Thuy-Vy;1
2012;;35238;RENNES;FEMME;Shaynez;1
2012;;35238;RENNES;FEMME;Thyia;1
2012;;35238;RENNES;FEMME;Shaynèze;1
2012;;35238;RENNES;FEMME;Tiana;1
2012;;35238;RENNES;FEMME;Oriane;1
2012;;35238;RENNES;FEMME;Poppy-Joan;1
2012;;35238;RENNES;FEMME;Shaïnesse;1
2012;;35238;RENNES;FEMME;Tuba;1
2012;;35238;RENNES;FEMME;Shenzy;1
2012;;35238;RENNES;FEMME;Tyana;1
2012;;35238;RENNES;FEMME;Sheyma;1
2012;;35238;RENNES;FEMME;Tyssia;1
2012;;35238;RENNES;FEMME;Shinesse;1
2012;;35238;RENNES;FEMME;Télia;1
2012;;35238;RENNES;FEMME;Shuuder;1
2012;;35238;RENNES;FEMME;Ujin;1
2012;;35238;RENNES;FEMME;Shérazade;1
2012;;35238;RENNES;FEMME;Uransolongo;1
2012;;35238;RENNES;FEMME;Sia;1
2012;;35238;RENNES;FEMME;Vassilissa;1
2012;;35238;RENNES;FEMME;Sibel;1
2012;;35238;RENNES;FEMME;Primerose;1
2012;;35238;RENNES;FEMME;Orianne;1
2012;;35238;RENNES;FEMME;Prisca;1
2012;;35238;RENNES;FEMME;Siham;1
2012;;35238;RENNES;FEMME;Wassa;1
2012;;35238;RENNES;FEMME;Sihame;1
2012;;35238;RENNES;FEMME;Wenhadji;1
2012;;35238;RENNES;FEMME;Sihana;1
2012;;35238;RENNES;FEMME;Wiame;1
2012;;35238;RENNES;FEMME;Sihem;1
2012;;35238;RENNES;FEMME;Willo;1
2012;;35238;RENNES;FEMME;Siheme;1
2012;;35238;RENNES;FEMME;Wissam;1
2012;;35238;RENNES;FEMME;Siloé;1
2012;;35238;RENNES;FEMME;Woyti;1
2012;;35238;RENNES;FEMME;Simane;1
2012;;35238;RENNES;FEMME;Yaelle;1
2012;;35238;RENNES;FEMME;Simona;1
2012;;35238;RENNES;FEMME;Yamina;1
2012;;35238;RENNES;FEMME;Sinéad;1
2012;;35238;RENNES;FEMME;Yanaëlle;1
2012;;35238;RENNES;FEMME;Sirine;1
2012;;35238;RENNES;FEMME;Prunelle;1
2012;;35238;RENNES;FEMME;Noa;1
2012;;35238;RENNES;FEMME;Précieuse;1
2012;;35238;RENNES;FEMME;Sloane;1
2012;;35238;RENNES;FEMME;Ylana;1
2012;;35238;RENNES;FEMME;Sloanne;1
2012;;35238;RENNES;FEMME;Ynes;1
2012;;35238;RENNES;FEMME;So-Ann;1
2012;;35238;RENNES;FEMME;Yolancia;1
2012;;35238;RENNES;FEMME;Soa;1
2012;;35238;RENNES;FEMME;Nihale;1
2012;;35238;RENNES;FEMME;Orélyanna;1
2012;;35238;RENNES;FEMME;Yseult;1
2012;;35238;RENNES;FEMME;Soann;1
2012;;35238;RENNES;FEMME;Yunah;1
2012;;35238;RENNES;FEMME;Sofi;1
2012;;35238;RENNES;FEMME;Yéli;1
2012;;35238;RENNES;FEMME;Oudra;1
2012;;35238;RENNES;FEMME;Zahra;1
2012;;35238;RENNES;FEMME;Oummi;1
2012;;35238;RENNES;FEMME;Zakia;1
2012;;35238;RENNES;FEMME;Oumou;1
2012;;35238;RENNES;FEMME;Ziann;1
2012;;35238;RENNES;FEMME;Solina;1
2012;;35238;RENNES;FEMME;Zohé;1
2012;;35238;RENNES;FEMME;Oxana;1
2012;;35238;RENNES;FEMME;Zoélie;1
2012;;35238;RENNES;FEMME;Palma;1
2012;;35238;RENNES;FEMME;Zéia;1
2012;;35238;RENNES;FEMME;Solyne;1
2012;;35238;RENNES;FEMME;Radhyah;1
2012;;35238;RENNES;FEMME;Noane;1
2012;;35238;RENNES;FEMME;Zéphire;1
2012;;35238;RENNES;FEMME;Shanya;1
2012;;35238;RENNES;FEMME;Élyne;1
2012;;35238;RENNES;FEMME;Shanël;1
2012;;35238;RENNES;FEMME;Éléna;1
2012;;35238;RENNES;FEMME;Sharon;1
2012;;35238;RENNES;FEMME;Nesrine;1
2012;;35238;RENNES;FEMME;Shawnessa;1
2012;;35238;RENNES;FEMME;Lolane;1
2012;;35238;RENNES;FEMME;Mélyne;1
2012;;35238;RENNES;FEMME;Misha;1
2012;;35238;RENNES;FEMME;Madina;1
2012;;35238;RENNES;FEMME;Madeline;1
2012;;35238;RENNES;FEMME;Madisson;1
2012;;35238;RENNES;FEMME;Meïly;1
2012;;35238;RENNES;FEMME;Mado;1
2012;;35238;RENNES;FEMME;Mylèna;1
2012;;35238;RENNES;FEMME;Maelann;1
2012;;35238;RENNES;FEMME;Ly-Ann;1
2012;;35238;RENNES;FEMME;Maelle;1
2012;;35238;RENNES;FEMME;Maï-Ly;1
2012;;35238;RENNES;FEMME;Maely;1
2012;;35238;RENNES;FEMME;Melya;1
2012;;35238;RENNES;FEMME;Maelyne;1
2012;;35238;RENNES;FEMME;Migane;1
2012;;35238;RENNES;FEMME;Maelys;1
2012;;35238;RENNES;FEMME;Montaine;1
2012;;35238;RENNES;FEMME;Maelyss;1
2012;;35238;RENNES;FEMME;Lyloo;1
2012;;35238;RENNES;FEMME;Maena;1
2012;;35238;RENNES;FEMME;Namaya;1
2012;;35238;RENNES;FEMME;Maeva;1
2012;;35238;RENNES;FEMME;Nayana;1
2012;;35238;RENNES;FEMME;Mahault;1
2012;;35238;RENNES;FEMME;Loez;1
2012;;35238;RENNES;FEMME;Mahia;1
2012;;35238;RENNES;FEMME;Lénaïs;1
2012;;35238;RENNES;FEMME;Mailis;1
2012;;35238;RENNES;FEMME;Medina;1
2012;;35238;RENNES;FEMME;Maily-Zayana;1
2012;;35238;RENNES;FEMME;Meryem;1
2012;;35238;RENNES;FEMME;Maina;1
2012;;35238;RENNES;FEMME;Lydwine;1
2012;;35238;RENNES;FEMME;Maissoune;1
2012;;35238;RENNES;FEMME;Miley;1
2012;;35238;RENNES;FEMME;Malaïka;1
2012;;35238;RENNES;FEMME;Moinaidi;1
2012;;35238;RENNES;FEMME;Maleine;1
2012;;35238;RENNES;FEMME;Mouna;1
2012;;35238;RENNES;FEMME;Malek;1
2012;;35238;RENNES;FEMME;Méira;1
2012;;35238;RENNES;FEMME;Lyah;1
2012;;35238;RENNES;FEMME;Macha;1
2012;;35238;RENNES;FEMME;Malika;1
2012;;35238;RENNES;FEMME;Nafi-Kini;1
2012;;35238;RENNES;FEMME;Mallaury;1
2012;;35238;RENNES;FEMME;Luz-Gabriela;1
2012;;35238;RENNES;FEMME;Lou-Adélaïde;1
2012;;35238;RENNES;FEMME;Navi-Laïna;1
2012;;35238;RENNES;FEMME;Malou-Ann;1
2012;;35238;RENNES;FEMME;Naëlia;1
2012;;35238;RENNES;FEMME;Malouenne;1
2012;;35238;RENNES;FEMME;Léia;1
2012;;35238;RENNES;FEMME;Maloë;1
2012;;35238;RENNES;FEMME;Lizie;1
2012;;35238;RENNES;FEMME;Malwena;1
2012;;35238;RENNES;FEMME;Maïlis;1
2012;;35238;RENNES;FEMME;Mame-Diarra;1
2012;;35238;RENNES;FEMME;Lénycia;1
2012;;35238;RENNES;FEMME;Manahil;1
2012;;35238;RENNES;FEMME;Maïwen;1
2012;;35238;RENNES;FEMME;Manal;1
2012;;35238;RENNES;FEMME;Melike;1
2012;;35238;RENNES;FEMME;Manale;1
2012;;35238;RENNES;FEMME;Menel;1
2012;;35238;RENNES;FEMME;Manavaï;1
2012;;35238;RENNES;FEMME;Meï;1
2012;;35238;RENNES;FEMME;Liséa;1
2012;;35238;RENNES;FEMME;Meïssane;1
2012;;35238;RENNES;FEMME;Mannaïg;1
2012;;35238;RENNES;FEMME;Michèle;1
2012;;35238;RENNES;FEMME;Louise-Anne;1
2012;;35238;RENNES;FEMME;Lucille;1
2012;;35238;RENNES;FEMME;Lyne;1
2012;;35238;RENNES;FEMME;Lyha;1
2012;;35238;RENNES;FEMME;Manya;1
2012;;35238;RENNES;FEMME;Léontine;1
2012;;35238;RENNES;FEMME;Mara;1
2012;;35238;RENNES;FEMME;Léony;1
2012;;35238;RENNES;FEMME;Marame;1
2012;;35238;RENNES;FEMME;Loubna;1
2012;;35238;RENNES;FEMME;Marceline;1
2012;;35238;RENNES;FEMME;Ludmilla;1
2012;;35238;RENNES;FEMME;Marcelle;1
2012;;35238;RENNES;FEMME;Myléna;1
2012;;35238;RENNES;FEMME;Louise-Contessina;1
2012;;35238;RENNES;FEMME;Ludwina;1
2012;;35238;RENNES;FEMME;Lyness;1
2012;;35238;RENNES;FEMME;Lune;1
2012;;35238;RENNES;FEMME;Margod;1
2012;;35238;RENNES;FEMME;Maddie;1
2012;;35238;RENNES;FEMME;Louise-Michèle;1
2012;;35238;RENNES;FEMME;Nabintou;1
2012;;35238;RENNES;FEMME;Marguerite;1
2012;;35238;RENNES;FEMME;Naile-Neva;1
2012;;35238;RENNES;FEMME;Loeiza;1
2012;;35238;RENNES;FEMME;Nandintuul;1
2012;;35238;RENNES;FEMME;Louisy;1
2012;;35238;RENNES;FEMME;Nasrin;1
2012;;35238;RENNES;FEMME;Mariami;1
2012;;35238;RENNES;FEMME;Natalya;1
2012;;35238;RENNES;FEMME;Mariana;1
2012;;35238;RENNES;FEMME;Louciana;1
2012;;35238;RENNES;FEMME;Mariane;1
2012;;35238;RENNES;FEMME;Nayla;1
2012;;35238;RENNES;FEMME;Marianne;1
2012;;35238;RENNES;FEMME;Naëlle;1
2012;;35238;RENNES;FEMME;Louména;1
2012;;35238;RENNES;FEMME;Maëlyn;1
2012;;35238;RENNES;FEMME;Marie-Amélie;1
2012;;35238;RENNES;FEMME;Maëlynn;1
2012;;35238;RENNES;FEMME;Marie-Ange;1
2012;;35238;RENNES;FEMME;Maëlysse;1
2012;;35238;RENNES;FEMME;Marie-Claire;1
2012;;35238;RENNES;FEMME;Maï;1
2012;;35238;RENNES;FEMME;Neela;1
2012;;35238;RENNES;FEMME;Lisy;1
2012;;35238;RENNES;FEMME;Neelah;1
2012;;35238;RENNES;FEMME;Lizy;1
2012;;35238;RENNES;FEMME;Nell;1
2012;;35238;RENNES;FEMME;Maïlyss;1
2012;;35238;RENNES;FEMME;Nesma;1
2012;;35238;RENNES;FEMME;Luciane;1
2012;;35238;RENNES;FEMME;Marilou;1
2012;;35238;RENNES;FEMME;Maïssrah;1
2012;;35238;RENNES;FEMME;Loeva;1
2012;;35238;RENNES;FEMME;Lolé;1
2012;;35238;RENNES;FEMME;Lounès;1
2012;;35238;RENNES;FEMME;Meggy;1
2012;;35238;RENNES;FEMME;Mariya;1
2012;;35238;RENNES;FEMME;Melisa;1
2012;;35238;RENNES;FEMME;Mariyam;1
2012;;35238;RENNES;FEMME;Melyana;1
2012;;35238;RENNES;FEMME;Lynnsha;1
2012;;35238;RENNES;FEMME;Lycia;1
2012;;35238;RENNES;FEMME;Marnie;1
2012;;35238;RENNES;FEMME;Meyssa;1
2012;;35238;RENNES;FEMME;Lysa;1
2012;;35238;RENNES;FEMME;Meïline;1
2012;;35238;RENNES;FEMME;Maryika;1
2012;;35238;RENNES;FEMME;Meïlynn;1
2012;;35238;RENNES;FEMME;Maryline;1
2012;;35238;RENNES;FEMME;Mhéloé;1
2012;;35238;RENNES;FEMME;Mathilda;1
2012;;35238;RENNES;FEMME;Michelle;1
2012;;35238;RENNES;FEMME;Louéna;1
2012;;35238;RENNES;FEMME;Mickaëla;1
2012;;35238;RENNES;FEMME;Mathéa;1
2012;;35238;RENNES;FEMME;Mihrimah-Sultan;1
2012;;35238;RENNES;FEMME;Matéa;1
2012;;35238;RENNES;FEMME;Milena;1
2012;;35238;RENNES;FEMME;Lyse;1
2012;;35238;RENNES;FEMME;Léonnys;1
2012;;35238;RENNES;FEMME;Maureen;1
2012;;35238;RENNES;FEMME;Minh-Xuan;1
2012;;35238;RENNES;FEMME;Lyzéa;1
2012;;35238;RENNES;FEMME;Missy;1
2012;;35238;RENNES;FEMME;Lovina;1
2012;;35238;RENNES;FEMME;Moana;1
2012;;35238;RENNES;FEMME;Mayar;1
2012;;35238;RENNES;FEMME;Molly;1
2012;;35238;RENNES;FEMME;Mayessae;1
2012;;35238;RENNES;FEMME;Monelle;1
2012;;35238;RENNES;FEMME;Maylee;1
2012;;35238;RENNES;FEMME;Ludivine;1
2012;;35238;RENNES;FEMME;Maylie;1
2012;;35238;RENNES;FEMME;Moriane;1
2012;;35238;RENNES;FEMME;Maylina;1
2012;;35238;RENNES;FEMME;Moïra;1
2012;;35238;RENNES;FEMME;Maylinn;1
2012;;35238;RENNES;FEMME;Mylee;1
2012;;35238;RENNES;FEMME;Lælia;1
2012;;35238;RENNES;FEMME;Mylène;1
2012;;35238;RENNES;FEMME;Maysa;1
2012;;35238;RENNES;FEMME;Léora;1
2012;;35238;RENNES;FEMME;Lèlie;1
2012;;35238;RENNES;FEMME;Lorina;1
2012;;35238;RENNES;FEMME;Naïna;1
2012;;35238;RENNES;FEMME;Mélinda;1
2012;;35238;RENNES;FEMME;Ndeye-Sokhna;1
2012;;35238;RENNES;FEMME;Mélinée;1
2012;;35238;RENNES;FEMME;Lwiz;1
2012;;35238;RENNES;FEMME;Mélody;1
2012;;35238;RENNES;FEMME;Lèna;1
2012;;35238;RENNES;FEMME;Méloée;1
2012;;35238;RENNES;FEMME;Lorie;1
2012;;35238;RENNES;FEMME;Mélya;1
2012;;35238;RENNES;FEMME;Lizaïg;1
2012;;35238;RENNES;FEMME;Mérélise;1
2012;;35238;RENNES;FEMME;Maélyn;1
2012;;35238;RENNES;FEMME;Nadine;1
2012;;35238;RENNES;FEMME;Lou-Eve;1
2012;;35238;RENNES;FEMME;Nahéma;1
2012;;35238;RENNES;FEMME;Maélysse;1
2012;;35238;RENNES;FEMME;Najma;1
2012;;35238;RENNES;FEMME;Maéva;1
2012;;35238;RENNES;FEMME;Nana;1
2012;;35238;RENNES;FEMME;Maë;1
2012;;35238;RENNES;FEMME;Naolynn;1
2012;;35238;RENNES;FEMME;Loëzia;1
2012;;35238;RENNES;FEMME;Luzziana;1
2012;;35238;RENNES;FEMME;Maëlane;1
2012;;35238;RENNES;FEMME;Nasséha;1
2012;;35238;RENNES;FEMME;Léanie;1
2012;;35238;RENNES;FEMME;Natalie;1
2012;;35238;RENNES;FEMME;Loïcia;1
2012;;35238;RENNES;FEMME;Nathalie;1
2012;;35238;RENNES;FEMME;Loïs;1
2012;;35238;RENNES;FEMME;Nawel;1
2012;;35238;RENNES;FEMME;Maëlisse;1
2012;;35238;RENNES;FEMME;Naya;1
2012;;35238;RENNES;FEMME;Maëlla;1
2012;;35238;RENNES;FEMME;Nayem;1
2012;;35238;RENNES;FEMME;Loïza;1
2012;;35238;RENNES;FEMME;Nazmija;1
2012;;35238;RENNES;FEMME;Maëllia;1
2012;;35238;RENNES;FEMME;Naëlla;1
2012;;35238;RENNES;FEMME;Maëllys;1
2012;;35238;RENNES;FEMME;Naîla;1
2012;;35238;RENNES;FEMME;Luaine;1
2012;;35238;RENNES;FEMME;Léanne;1
2012;;35238;RENNES;FEMME;Loëva;1
2012;;35238;RENNES;FEMME;Naïza;1
2012;;35238;RENNES;FEMME;Mayssane;1
2012;;35238;RENNES;FEMME;Nedjma;1
2012;;35238;RENNES;FEMME;Mayumy;1
2012;;35238;RENNES;FEMME;Maywenn;1
2012;;35238;RENNES;FEMME;Nejma;1
2012;;35238;RENNES;FEMME;Marie-Louise;1
2012;;35238;RENNES;FEMME;Nelly;1
2012;;35238;RENNES;FEMME;Marie-Zahra;1
2012;;35238;RENNES;FEMME;Liselotte;1
2012;;35238;RENNES;FEMME;Mariem;1
2012;;35238;RENNES;FEMME;Kayna;1
2012;;35238;RENNES;FEMME;Laïla;1
2012;;35238;RENNES;FEMME;Klhoé;1
2012;;35238;RENNES;FEMME;Hanane-Marie;1
2012;;35238;RENNES;FEMME;Hanane;1
2012;;35238;RENNES;FEMME;Fidellya;1
2012;;35238;RENNES;FEMME;Ketty-Victoria;1
2012;;35238;RENNES;FEMME;Elvina;1
2012;;35238;RENNES;FEMME;Latifa;1
2012;;35238;RENNES;FEMME;Hania;1
2012;;35238;RENNES;FEMME;Li;1
2012;;35238;RENNES;FEMME;Flore;1
2012;;35238;RENNES;FEMME;Katelyne;1
2012;;35238;RENNES;FEMME;Floriane;1
2012;;35238;RENNES;FEMME;Kelyah;1
2012;;35238;RENNES;FEMME;Hawaï;1
2012;;35238;RENNES;FEMME;Kianah;1
2012;;35238;RENNES;FEMME;Haylie;1
2012;;35238;RENNES;FEMME;Gwendoline;1
2012;;35238;RENNES;FEMME;Hayrunnisa;1
2012;;35238;RENNES;FEMME;Lauryn;1
2012;;35238;RENNES;FEMME;Heilanie;1
2012;;35238;RENNES;FEMME;Leslie;1
2012;;35238;RENNES;FEMME;Florine;1
2012;;35238;RENNES;FEMME;Lili-Rose;1
2012;;35238;RENNES;FEMME;Fiona;1
2012;;35238;RENNES;FEMME;Kaoutar;1
2012;;35238;RENNES;FEMME;Hivda;1
2012;;35238;RENNES;FEMME;Kawthar;1
2012;;35238;RENNES;FEMME;Holy;1
2012;;35238;RENNES;FEMME;Kelissa;1
2012;;35238;RENNES;FEMME;Emmeraude;1
2012;;35238;RENNES;FEMME;Kesa;1
2012;;35238;RENNES;FEMME;Houna;1
2012;;35238;RENNES;FEMME;Khalida;1
2012;;35238;RENNES;FEMME;Hourlaïny;1
2012;;35238;RENNES;FEMME;Kira;1
2012;;35238;RENNES;FEMME;Huong-Giang;1
2012;;35238;RENNES;FEMME;Kéaline;1
2012;;35238;RENNES;FEMME;Hélin;1
2012;;35238;RENNES;FEMME;Kézyl;1
2012;;35238;RENNES;FEMME;Héllie;1
2012;;35238;RENNES;FEMME;Laureline;1
2012;;35238;RENNES;FEMME;Elya;1
2012;;35238;RENNES;FEMME;Layana-Naisha;1
2012;;35238;RENNES;FEMME;Hélèna;1
2012;;35238;RENNES;FEMME;Leensay;1
2012;;35238;RENNES;FEMME;Elyana;1
2012;;35238;RENNES;FEMME;Evrin;1
2012;;35238;RENNES;FEMME;Hénora;1
2012;;35238;RENNES;FEMME;Fanny;1
2012;;35238;RENNES;FEMME;Hüsna;1
2012;;35238;RENNES;FEMME;Hana;1
2012;;35238;RENNES;FEMME;Iara-Olivia;1
2012;;35238;RENNES;FEMME;Kamila;1
2012;;35238;RENNES;FEMME;Ibnati-Myriame;1
2012;;35238;RENNES;FEMME;Gillian;1
2012;;35238;RENNES;FEMME;Ibtissem;1
2012;;35238;RENNES;FEMME;Katya;1
2012;;35238;RENNES;FEMME;Ikram;1
2012;;35238;RENNES;FEMME;Kaylie;1
2012;;35238;RENNES;FEMME;Ilayda;1
2012;;35238;RENNES;FEMME;Kayïla;1
2012;;35238;RENNES;FEMME;Ilham;1
2012;;35238;RENNES;FEMME;Kellyssa;1
2012;;35238;RENNES;FEMME;Fréhel;1
2012;;35238;RENNES;FEMME;Eloïne;1
2012;;35238;RENNES;FEMME;Illy;1
2012;;35238;RENNES;FEMME;Gnama;1
2012;;35238;RENNES;FEMME;Elvine;1
2012;;35238;RENNES;FEMME;Keziah;1
2012;;35238;RENNES;FEMME;Elora;1
2012;;35238;RENNES;FEMME;Khuslen;1
2012;;35238;RENNES;FEMME;Ilyanna;1
2012;;35238;RENNES;FEMME;Kimberley;1
2012;;35238;RENNES;FEMME;Iléana;1
2012;;35238;RENNES;FEMME;Gracella;1
2012;;35238;RENNES;FEMME;Imane;1
2012;;35238;RENNES;FEMME;Kya;1
2012;;35238;RENNES;FEMME;Imene;1
2012;;35238;RENNES;FEMME;Kélly;1
2012;;35238;RENNES;FEMME;Imène;1
2012;;35238;RENNES;FEMME;Kézia;1
2012;;35238;RENNES;FEMME;Emya;1
2012;;35238;RENNES;FEMME;Laly;1
2012;;35238;RENNES;FEMME;Inaya-Louna;1
2012;;35238;RENNES;FEMME;Eulalie;1
2012;;35238;RENNES;FEMME;Fériel;1
2012;;35238;RENNES;FEMME;Laurianne;1
2012;;35238;RENNES;FEMME;Iness;1
2012;;35238;RENNES;FEMME;Laurélynn;1
2012;;35238;RENNES;FEMME;Inna;1
2012;;35238;RENNES;FEMME;Layla;1
2012;;35238;RENNES;FEMME;Innès;1
2012;;35238;RENNES;FEMME;Leeloo;1
2012;;35238;RENNES;FEMME;Intissar;1
2012;;35238;RENNES;FEMME;Leigh-Ann;1
2012;;35238;RENNES;FEMME;Emyna;1
2012;;35238;RENNES;FEMME;Hafsa;1
2012;;35238;RENNES;FEMME;Ioana;1
2012;;35238;RENNES;FEMME;Leïllana;1
2012;;35238;RENNES;FEMME;Iona;1
2012;;35238;RENNES;FEMME;Liana;1
2012;;35238;RENNES;FEMME;Iradati;1
2012;;35238;RENNES;FEMME;Lilas-Rose;1
2012;;35238;RENNES;FEMME;Irem-Nur;1
2012;;35238;RENNES;FEMME;Hailey;1
2012;;35238;RENNES;FEMME;Enhlen;1
2012;;35238;RENNES;FEMME;Fati;1
2012;;35238;RENNES;FEMME;Isa-Clara;1
2012;;35238;RENNES;FEMME;Kalysta;1
2012;;35238;RENNES;FEMME;Isabelle;1
2012;;35238;RENNES;FEMME;Kaméa;1
2012;;35238;RENNES;FEMME;Isalys;1
2012;;35238;RENNES;FEMME;Karell;1
2012;;35238;RENNES;FEMME;Isaura-Lena;1
2012;;35238;RENNES;FEMME;Kassandra;1
2012;;35238;RENNES;FEMME;Isaure;1
2012;;35238;RENNES;FEMME;Kathalyna;1
2012;;35238;RENNES;FEMME;Iselle;1
2012;;35238;RENNES;FEMME;Kawtar;1
2012;;35238;RENNES;FEMME;Isir;1
2012;;35238;RENNES;FEMME;Kayliah;1
2012;;35238;RENNES;FEMME;Isis;1
2012;;35238;RENNES;FEMME;Kaylla;1
2012;;35238;RENNES;FEMME;Ivana-Danielle;1
2012;;35238;RENNES;FEMME;Kaysay;1
2012;;35238;RENNES;FEMME;Ivane;1
2012;;35238;RENNES;FEMME;Kaïly;1
2012;;35238;RENNES;FEMME;Enkhjin;1
2012;;35238;RENNES;FEMME;Gioia;1
2012;;35238;RENNES;FEMME;Lise-Lou;1
2012;;35238;RENNES;FEMME;Kelya;1
2012;;35238;RENNES;FEMME;Emily;1
2012;;35238;RENNES;FEMME;Kenaya;1
2012;;35238;RENNES;FEMME;Jade-Karell;1
2012;;35238;RENNES;FEMME;Kervyna;1
2012;;35238;RENNES;FEMME;Jahnaya;1
2012;;35238;RENNES;FEMME;Flavy;1
2012;;35238;RENNES;FEMME;Jahyna;1
2012;;35238;RENNES;FEMME;Ketia;1
2012;;35238;RENNES;FEMME;Jana;1
2012;;35238;RENNES;FEMME;Kevser;1
2012;;35238;RENNES;FEMME;Janelle;1
2012;;35238;RENNES;FEMME;Khadija;1
2012;;35238;RENNES;FEMME;Jaonne;1
2012;;35238;RENNES;FEMME;Khanh-Minh;1
2012;;35238;RENNES;FEMME;Jasmine;1
2012;;35238;RENNES;FEMME;Khémissa;1
2012;;35238;RENNES;FEMME;Jaïzy;1
2012;;35238;RENNES;FEMME;Estera;1
2012;;35238;RENNES;FEMME;Elyndra;1
2012;;35238;RENNES;FEMME;Kimora;1
2012;;35238;RENNES;FEMME;Elvyna;1
2012;;35238;RENNES;FEMME;Klarys;1
2012;;35238;RENNES;FEMME;Jeanne-Soelle;1
2012;;35238;RENNES;FEMME;Klervy;1
2012;;35238;RENNES;FEMME;Jessie;1
2012;;35238;RENNES;FEMME;Kloé;1
2012;;35238;RENNES;FEMME;Jihade;1
2012;;35238;RENNES;FEMME;Kyara;1
2012;;35238;RENNES;FEMME;Jihane;1
2012;;35238;RENNES;FEMME;Estrella;1
2012;;35238;RENNES;FEMME;Eolia;1
2012;;35238;RENNES;FEMME;Guillemette;1
2012;;35238;RENNES;FEMME;Gaétane;1
2012;;35238;RENNES;FEMME;Késia;1
2012;;35238;RENNES;FEMME;Johann;1
2012;;35238;RENNES;FEMME;Kézyah;1
2012;;35238;RENNES;FEMME;Johanna;1
2012;;35238;RENNES;FEMME;Gwenn;1
2012;;35238;RENNES;FEMME;Joleen;1
2012;;35238;RENNES;FEMME;Elyse;1
2012;;35238;RENNES;FEMME;Jolyna;1
2012;;35238;RENNES;FEMME;Latufa;1
2012;;35238;RENNES;FEMME;Jordane;1
2012;;35238;RENNES;FEMME;Elyssa;1
2012;;35238;RENNES;FEMME;Josephine;1
2012;;35238;RENNES;FEMME;Lauriane;1
2012;;35238;RENNES;FEMME;Fernanda;1
2012;;35238;RENNES;FEMME;Eva-Anne;1
2012;;35238;RENNES;FEMME;Joy;1
2012;;35238;RENNES;FEMME;Lauryne;1
2012;;35238;RENNES;FEMME;Joyce;1
2012;;35238;RENNES;FEMME;Layaan;1
2012;;35238;RENNES;FEMME;Jua;1
2012;;35238;RENNES;FEMME;Layanah;1
2012;;35238;RENNES;FEMME;Judie;1
2012;;35238;RENNES;FEMME;Layna;1
2012;;35238;RENNES;FEMME;Gaïa;1
2012;;35238;RENNES;FEMME;Gwenola;1
2012;;35238;RENNES;FEMME;Fatima-Zahra;1
2012;;35238;RENNES;FEMME;Gwladys;1
2012;;35238;RENNES;FEMME;Elénore;1
2012;;35238;RENNES;FEMME;Eva-Denise;1
2012;;35238;RENNES;FEMME;Lilyanna;1
2012;;35238;RENNES;FEMME;Evaëlle;1
2012;;35238;RENNES;FEMME;Lindsay;1
2012;;35238;RENNES;FEMME;Leya;1
2012;;35238;RENNES;FEMME;Line-Claude;1
2012;;35238;RENNES;FEMME;Leyna;1
2012;;35238;RENNES;FEMME;Fayka;1
2012;;35238;RENNES;FEMME;Evée-Luce;1
2012;;35238;RENNES;FEMME;Lisambre;1
2012;;35238;RENNES;FEMME;Lhana;1
2012;;35238;RENNES;FEMME;Kadiatou;1
2012;;35238;RENNES;FEMME;Fabiola;1
2012;;35238;RENNES;FEMME;Kaela;1
2012;;35238;RENNES;FEMME;Lidia;1
2012;;35238;RENNES;FEMME;Kaheline;1
2012;;35238;RENNES;FEMME;Ellynn;1
2012;;35238;RENNES;FEMME;Kahlan;1
2012;;35238;RENNES;FEMME;Fany;1
2012;;35238;RENNES;FEMME;Kali;1
2012;;35238;RENNES;FEMME;Lilia;1
2012;;35238;RENNES;FEMME;Kalie;1
2012;;35238;RENNES;FEMME;Lilirose;1
2012;;35238;RENNES;FEMME;Kally;1
2012;;35238;RENNES;FEMME;Lilly-So;1
2012;;35238;RENNES;FEMME;Kaly;1
2012;;35238;RENNES;FEMME;Lilouen;1
2012;;35238;RENNES;FEMME;Kalya;1
2012;;35238;RENNES;FEMME;Kalyani;1
2012;;35238;RENNES;FEMME;Fatmanur;1
2012;;35238;RENNES;FEMME;Esila;1
2012;;35238;RENNES;FEMME;Fatoumata-Mbalou;1
2012;;35238;RENNES;FEMME;Esmanur;1
2012;;35238;RENNES;FEMME;Fatémé;1
2012;;35238;RENNES;FEMME;Juliette-Kim;1
2012;;35238;RENNES;FEMME;Elvin;1
2012;;35238;RENNES;FEMME;Esmée;1
2012;;35238;RENNES;FEMME;Linn;1
2012;;35238;RENNES;FEMME;Junon;1
2012;;35238;RENNES;FEMME;Lisa-Lou;1
2012;;35238;RENNES;FEMME;Espéranza;1
2012;;35238;RENNES;FEMME;Fayza;1
2012;;35238;RENNES;FEMME;Kader;1
